#Matching species	POCP (%)
POCP suggests the input genome and Bifidobacterium_aesculapii--GCF_001417815.1 belong to the same genus with a POCP of;	63.8385928608%
POCP suggests the input genome and Bifidobacterium_saguini--GCF_000741715.1 belong to the same genus with a POCP of;	61.7179980751%
POCP suggests the input genome and Bifidobacterium_bifidum--GCF_001025135.1 belong to the same genus with a POCP of;	63.2563256326%
POCP suggests the input genome and Bifidobacterium_angulatum--GCF_001025155.1 belong to the same genus with a POCP of;	74.8893478902%
POCP suggests the input genome and Bifidobacterium_reuteri--GCF_000741695.1 belong to the same genus with a POCP of;	62.3441396509%
POCP suggests the input genome and Bifidobacterium_pseudolongum--GCF_000771225.1 belong to the same genus with a POCP of;	66.8040023543%
POCP suggests the input genome and Bifidobacterium_moukalabense--GCF_000522505.1 belong to the same genus with a POCP of;	70.8290422245%
POCP suggests the input genome and Bifidobacterium_stellenboschense--GCF_000741785.1 belong to the same genus with a POCP of;	60.964694182%
POCP suggests the input genome and Bifidobacterium_lemurum--GCF_001895165.1 belong to the same genus with a POCP of;	62.7594627595%
POCP suggests the input genome and Bifidobacterium_pullorum--GCF_000771405.1 belong to the same genus with a POCP of;	66.0513412172%
POCP suggests the input genome and Bifidobacterium_biavatii--GCF_000741165.1 belong to the same genus with a POCP of;	58.386654479%
POCP suggests the input genome and Bifidobacterium_longum--GCF_000196555.1 belong to the same genus with a POCP of;	64.929540016%
POCP suggests the input genome and Bifidobacterium_minimum--GCF_000741645.1 belong to the same genus with a POCP of;	62.9837518464%
POCP suggests the input genome and Bifidobacterium_animalis--GCF_000260715.1 belong to the same genus with a POCP of;	66.3795663796%
POCP suggests the input genome and Bifidobacterium_boum--GCF_000741535.1 belong to the same genus with a POCP of;	65.1195499297%
POCP suggests the input genome and Bifidobacterium_ruminantium--GCF_000770925.1 belong to the same genus with a POCP of;	76.4140582098%
POCP suggests the input genome and Bifidobacterium_gallinarum--GCF_000741215.1 belong to the same genus with a POCP of;	66.5630299604%
POCP suggests the input genome and Bifidobacterium_breve--GCF_001025175.1 belong to the same genus with a POCP of;	65.4030966364%
POCP suggests the input genome and Bifidobacterium_dentium--GCF_001042595.1 belong to the same genus with a POCP of;	73.1294236603%
POCP suggests the input genome and Bifidobacterium_thermacidophilum--GCF_000741455.1 belong to the same genus with a POCP of;	64.9776035834%
POCP suggests the input genome and Bifidobacterium_catenulatum--GCF_001025195.1 belong to the same genus with a POCP of;	76.4839534223%
POCP suggests the input genome and Bifidobacterium_indicum--GCF_000706765.1 belong to the same genus with a POCP of;	59.1238575481%
POCP suggests the input genome and Bifidobacterium_eulemuris--GCF_002259685.1 belong to the same genus with a POCP of;	62.2007255139%
POCP suggests the input genome and Bifidobacterium_kashiwanohense--GCF_000800455.1 belong to the same genus with a POCP of;	71.1361847284%
POCP suggests the input genome and Bifidobacterium_tsurumiense--GCF_000741765.1 belong to the same genus with a POCP of;	64.182895851%
POCP suggests the input genome and Bifidobacterium_asteroides--GCF_000967185.1 belong to the same genus with a POCP of;	58.0110497238%
POCP suggests the input genome and Bifidobacterium_subtile--GCF_000741775.1 belong to the same genus with a POCP of;	55.5745721271%
POCP suggests the input genome and Bifidobacterium_hapali--GCF_002259755.1 belong to the same genus with a POCP of;	62.4752964427%
POCP suggests the input genome and Bifidobacterium_scardovii--GCF_001042635.1 belong to the same genus with a POCP of;	60.9076249712%
POCP suggests the input genome and Bifidobacterium_choerinum--GCF_000741135.1 belong to the same genus with a POCP of;	64.5881006865%
POCP suggests the input genome and Bifidobacterium_callitrichos--GCF_003024955.1 belong to the same genus with a POCP of;	58.3313803609%
POCP suggests the input genome and Bifidobacterium_psychraerophilum--GCF_000741705.1 belong to the same genus with a POCP of;	55.6061756517%
POCP suggests the input genome and Bifidobacterium_merycicum--GCF_900129045.1 belong to the same genus with a POCP of;	70.8321964529%
POCP suggests the input genome and Bifidobacterium_mongoliense--GCF_000741285.1 belong to the same genus with a POCP of;	59.1949269369%
POCP suggests the input genome and Bifidobacterium_thermophilum--GCF_000741495.1 belong to the same genus with a POCP of;	66.6956521739%
POCP suggests the input genome and Bifidobacterium_adolescentis--GCF_000010425.1 belong to the same genus with a POCP of;	83.7295903753%
POCP suggests the input genome and Bifidobacterium_pseudocatenulatum--GCF_001025215.1 belong to the same genus with a POCP of;	76.6355140187%
POCP suggests the input genome and Bifidobacterium_gallicum--GCF_000741205.1 belong to the same genus with a POCP of;	61.7375781018%
POCP suggests the input genome and Bifidobacterium_cuniculi--GCF_000741575.1 belong to the same genus with a POCP of;	58.2837301587%
