#Matching species	POCP (%)
POCP suggests the input genome and Bifidobacterium_aquikefiri--GCF_002259795.1 belong to the same genus with a POCP of;	54.5119705341%
POCP suggests the input genome and Bifidobacterium_aesculapii--GCF_001417815.1 belong to the same genus with a POCP of;	64.2301710731%
POCP suggests the input genome and Bifidobacterium_magnum--GCF_000741255.1 belong to the same genus with a POCP of;	62.7746012639%
POCP suggests the input genome and Bifidobacterium_saguini--GCF_000741715.1 belong to the same genus with a POCP of;	63.2352941176%
POCP suggests the input genome and Bifidobacterium_crudilactis--GCF_000738005.1 belong to the same genus with a POCP of;	57.3699811372%
POCP suggests the input genome and Bifidobacterium_bifidum--GCF_001025135.1 belong to the same genus with a POCP of;	63.1753031974%
POCP suggests the input genome and Bifidobacterium_angulatum--GCF_001025155.1 belong to the same genus with a POCP of;	74.297545105%
POCP suggests the input genome and Bifidobacterium_reuteri--GCF_000741695.1 belong to the same genus with a POCP of;	64.8425787106%
POCP suggests the input genome and Bifidobacterium_pseudolongum--GCF_000771225.1 belong to the same genus with a POCP of;	68.3480825959%
POCP suggests the input genome and Bifidobacterium_moukalabense--GCF_000522505.1 belong to the same genus with a POCP of;	71.7492260062%
POCP suggests the input genome and Bifidobacterium_stellenboschense--GCF_000741785.1 belong to the same genus with a POCP of;	62.4065769806%
POCP suggests the input genome and Bifidobacterium_lemurum--GCF_001895165.1 belong to the same genus with a POCP of;	64.643993149%
POCP suggests the input genome and Bifidobacterium_pullorum--GCF_000771405.1 belong to the same genus with a POCP of;	67.9965307892%
POCP suggests the input genome and Bifidobacterium_biavatii--GCF_000741165.1 belong to the same genus with a POCP of;	58.3791208791%
POCP suggests the input genome and Bifidobacterium_longum--GCF_000196555.1 belong to the same genus with a POCP of;	67.7058353317%
POCP suggests the input genome and Bifidobacterium_animalis--GCF_000260715.1 belong to the same genus with a POCP of;	66.2101816017%
POCP suggests the input genome and Bifidobacterium_boum--GCF_000741535.1 belong to the same genus with a POCP of;	64.8153369044%
POCP suggests the input genome and Bifidobacterium_ruminantium--GCF_000770925.1 belong to the same genus with a POCP of;	72.2344523941%
POCP suggests the input genome and Bifidobacterium_gallinarum--GCF_000741215.1 belong to the same genus with a POCP of;	67.223796034%
POCP suggests the input genome and Bifidobacterium_breve--GCF_001025175.1 belong to the same genus with a POCP of;	69.6361690744%
POCP suggests the input genome and Bifidobacterium_dentium--GCF_001042595.1 belong to the same genus with a POCP of;	70.9473150963%
POCP suggests the input genome and Bifidobacterium_thermacidophilum--GCF_000741455.1 belong to the same genus with a POCP of;	64.8428731762%
POCP suggests the input genome and Bifidobacterium_catenulatum--GCF_001025195.1 belong to the same genus with a POCP of;	80.9564474808%
POCP suggests the input genome and Bifidobacterium_indicum--GCF_000706765.1 belong to the same genus with a POCP of;	59.6524486572%
POCP suggests the input genome and Bifidobacterium_eulemuris--GCF_002259685.1 belong to the same genus with a POCP of;	63.7509086504%
POCP suggests the input genome and Bifidobacterium_kashiwanohense--GCF_000800455.1 belong to the same genus with a POCP of;	78.4117801735%
POCP suggests the input genome and Bifidobacterium_tsurumiense--GCF_000741765.1 belong to the same genus with a POCP of;	65.1485148515%
POCP suggests the input genome and Bifidobacterium_asteroides--GCF_000967185.1 belong to the same genus with a POCP of;	59.8659283008%
POCP suggests the input genome and Bifidobacterium_subtile--GCF_000741775.1 belong to the same genus with a POCP of;	55.2915237629%
POCP suggests the input genome and Bifidobacterium_actinocoloniiforme--GCF_001263395.1 belong to the same genus with a POCP of;	53.8905775076%
POCP suggests the input genome and Bifidobacterium_hapali--GCF_002259755.1 belong to the same genus with a POCP of;	62.9207920792%
POCP suggests the input genome and Bifidobacterium_scardovii--GCF_001042635.1 belong to the same genus with a POCP of;	62.4278790676%
POCP suggests the input genome and Bifidobacterium_callitrichos--GCF_003024955.1 belong to the same genus with a POCP of;	59.0279408312%
POCP suggests the input genome and Bifidobacterium_psychraerophilum--GCF_000741705.1 belong to the same genus with a POCP of;	56.3023078874%
POCP suggests the input genome and Bifidobacterium_merycicum--GCF_900129045.1 belong to the same genus with a POCP of;	70.9324582992%
POCP suggests the input genome and Bifidobacterium_mongoliense--GCF_000741285.1 belong to the same genus with a POCP of;	58.938933407%
POCP suggests the input genome and Bifidobacterium_thermophilum--GCF_000741495.1 belong to the same genus with a POCP of;	66.3858221964%
POCP suggests the input genome and Bifidobacterium_adolescentis--GCF_000010425.1 belong to the same genus with a POCP of;	78.5816824577%
POCP suggests the input genome and Bifidobacterium_pseudocatenulatum--GCF_001025215.1 belong to the same genus with a POCP of;	93.6639118457%
POCP suggests the input genome and Bifidobacterium_gallicum--GCF_000741205.1 belong to the same genus with a POCP of;	62.7199522815%
